Timestamp_Unix,Timestamp_Ms,Signal_Raw,Intent_Label,Label_Class
1771771429.572623968,265655.150,739.1370,REST,0
1771771429.581605196,265664.131,757.2399,REST,0
1771771429.585489988,265668.016,762.1806,REST,0
1771771429.593082190,265675.608,773.1077,REST,0
1771771429.598159790,265680.686,736.2637,REST,0
1771771429.605864048,265688.391,647.5507,REST,0
1771771429.609754801,265692.281,661.9338,REST,0
1771771429.618733168,265701.259,626.0245,REST,0
1771771429.622642994,265705.169,670.6990,REST,0
1771771429.630249977,265712.776,670.3996,REST,0
1771771429.634128809,265716.655,675.4290,REST,0
1771771429.643118143,265725.644,680.2152,REST,0
1771771429.647010088,265729.536,656.1965,REST,0
1771771429.654721022,265737.247,637.1898,REST,0
1771771429.658533812,265741.060,610.8216,REST,0
1771771429.667434931,265749.961,585.5943,REST,0
1771771429.671317101,265753.843,610.1035,REST,0
1771771429.680306911,265762.833,572.8220,REST,0
1771771429.684185028,265766.711,558.7222,REST,0
1771771429.692090988,265774.617,570.7891,REST,0
1771771429.695904016,265778.430,514.6395,REST,0
1771771429.704901934,265787.428,528.7389,REST,0
1771771429.708789110,265791.315,522.2150,REST,0
1771771429.716505051,265799.031,517.4037,REST,0
1771771429.720389128,265802.916,438.0989,REST,0
1771771429.728072882,265810.599,311.1050,REST,0
1771771429.733160973,265815.688,230.0180,REST,0
1771771429.740844965,265823.371,153.2233,REST,0
1771771429.744713068,265827.239,30.5730,REST,0
1771771429.753677130,265836.203,-4.8229,REST,0
1771771429.757570028,265840.096,-1.3191,REST,0
1771771429.765177011,265847.703,-29.8232,REST,0
1771771429.770362854,265852.889,-27.7845,REST,0
1771771429.778080940,265860.607,28.4924,REST,0
1771771429.781982899,265864.509,100.3930,REST,0
1771771429.790790796,265873.317,206.8170,REST,0
1771771429.794597149,265877.123,292.9129,REST,0
1771771429.802199125,265884.725,354.0713,REST,0
1771771429.806064129,265888.590,416.1974,REST,0
1771771429.815042973,265897.569,472.3073,REST,0
1771771429.818928242,265901.454,513.6059,REST,0
1771771429.826677084,265909.203,526.4745,REST,0
1771771429.830507994,265913.034,561.2930,REST,0
1771771429.839408159,265921.935,568.5488,REST,0
1771771429.843296051,265925.822,599.3370,REST,0
